z,theta_deg,r_l1_vox,r_um,k_inner,k_outer,n_in_pack,material
912,336.0,633.7,10950,37,38,6,1
912,336.0,643.1,11112,37,38,6,1
912,336.0,662.4,11446,38,39,3,1
912,336.0,672.2,11616,38,39,3,1
912,336.0,693.1,11976,39,43,3,1
912,336.0,704.0,12166,39,43,3,1
912,342.0,153.0,2644,8,9,2,1
912,342.0,188.5,3257,10,12,6,1
912,342.0,201.2,3477,10,12,6,1
912,342.0,213.9,3696,10,12,6,1
912,342.0,226.6,3916,10,12,6,1
912,342.0,239.3,4136,10,12,6,1
912,342.0,261.0,4511,12,20,2,1
912,342.0,281.6,4865,20,21,9,1
912,342.0,293.1,5065,20,21,9,1
912,342.0,304.7,5265,20,21,9,1
912,342.0,316.2,5464,20,21,9,1
912,342.0,327.8,5664,20,21,9,1
912,342.0,339.3,5864,20,21,9,1
912,342.0,350.9,6063,20,21,9,1
912,342.0,362.4,6263,20,21,9,0
912,342.0,397.2,6863,22,23,3,1
912,342.0,407.3,7039,22,23,3,0
912,342.0,489.6,8460,29,30,2,1
912,342.0,597.6,10327,40,42,2,1
912,342.0,687.3,11877,46,47,3,1
912,342.0,700.7,12108,46,47,3,1
912,342.0,736.9,12733,48,50,4,1
912,342.0,751.2,12982,48,50,4,1
912,342.0,765.6,13230,48,50,4,1
912,342.0,804.0,13893,52,53,2,1
912,348.0,153.8,2657,1,2,2,1
912,348.0,196.2,3390,2,3,3,1
912,348.0,217.3,3756,2,3,3,1
912,348.0,296.1,5117,7,9,2,1
912,348.0,351.1,6066,10,11,4,1
912,348.0,370.1,6396,10,11,4,1
912,348.0,389.2,6725,10,11,4,1
912,348.0,632.2,10925,30,31,2,1
912,348.0,661.5,11431,31,32,2,1
912,348.0,759.4,13122,39,40,2,1
912,354.0,145.5,2514,1,2,5,1
912,354.0,162.0,2799,1,2,5,1
912,354.0,178.5,3084,1,2,5,1
912,354.0,195.0,3370,1,2,5,1
912,354.0,341.2,5897,10,11,2,1
912,354.0,367.2,6346,11,12,2,1
912,354.0,391.7,6768,12,13,3,1
912,354.0,404.3,6987,12,13,3,0
912,354.0,668.1,11545,32,34,2,1
912,354.0,723.8,12508,37,38,3,1
912,354.0,735.2,12704,37,38,3,1
912,354.0,831.0,14360,44,45,2,1
912,354.0,879.2,15193,47,49,2,1
912,354.0,911.4,15749,50,51,2,1
912,354.0,960.3,16595,54,55,3,1
912,354.0,971.2,16782,54,55,3,1
912,354.0,996.1,17213,55,56,4,1
912,354.0,1010.2,17457,55,56,4,1
912,354.0,1024.4,17701,55,56,4,1
944,0.0,154.6,2672,2,3,4,1
944,0.0,169.8,2933,2,3,4,1
944,0.0,184.9,3195,2,3,4,1
944,0.0,229.8,3970,4,5,2,1
944,0.0,245.2,4238,5,6,2,1
944,0.0,283.7,4902,9,10,3,1
944,0.0,291.8,5043,9,10,3,1
944,0.0,312.0,5391,10,11,2,1
944,0.0,353.5,6108,12,13,2,1
944,0.0,454.4,7852,19,20,3,1
944,0.0,464.3,8024,19,20,3,1
944,0.0,485.1,8383,20,22,2,1
944,0.0,503.9,8707,22,23,4,1
944,0.0,511.8,8843,22,23,4,1
944,0.0,519.6,8979,22,23,4,1
944,0.0,698.8,12076,41,42,3,1
944,0.0,705.2,12185,41,42,3,1
944,0.0,740.5,12796,45,46,2,1
944,0.0,833.0,14394,52,53,3,1
944,0.0,849.0,14671,52,53,3,1
944,0.0,898.6,15528,54,55,5,1
944,0.0,915.2,15815,54,55,5,1
944,0.0,931.8,16102,54,55,5,1
944,0.0,948.4,16388,54,55,5,1
944,0.0,992.8,17155,56,57,2,1
944,6.0,22.2,384,0,1,2,1
944,6.0,63.6,1099,3,4,10,1
944,6.0,74.2,1282,3,4,10,1
944,6.0,84.8,1465,3,4,10,1
944,6.0,95.4,1649,3,4,10,1
944,6.0,106.0,1832,3,4,10,1
944,6.0,116.6,2015,3,4,10,1
944,6.0,127.2,2198,3,4,10,1
944,6.0,137.8,2381,3,4,10,1
944,6.0,148.4,2564,3,4,10,0
944,6.0,170.3,2943,4,5,3,1
944,6.0,181.7,3139,4,5,3,1
944,6.0,251.8,4350,10,11,2,1
944,6.0,285.8,4938,12,13,2,1
944,6.0,442.1,7639,25,26,4,1
944,6.0,453.7,7839,25,26,4,1
944,6.0,465.2,8040,25,26,4,1
944,6.0,484.9,8379,26,29,4,1
944,6.0,492.9,8518,26,29,4,1
944,6.0,501.0,8657,26,29,4,1
944,6.0,531.8,9189,30,31,2,1
944,6.0,557.5,9634,31,32,2,1
944,6.0,658.0,11370,39,42,2,1
944,6.0,704.0,12165,44,48,2,1
944,6.0,732.2,12653,49,50,2,1
944,6.0,888.2,15348,63,64,3,1
944,6.0,902.3,15592,63,64,3,1
944,6.0,965.8,16688,67,68,2,1
944,12.0,26.3,455,1,2,8,1
944,12.0,40.1,693,1,2,8,1
944,12.0,53.9,932,1,2,8,1
944,12.0,67.8,1171,1,2,8,1
944,12.0,81.6,1409,1,2,8,1
944,12.0,95.4,1648,1,2,8,1
944,12.0,109.2,1887,1,2,8,1
944,12.0,136.8,2364,2,3,3,1
944,12.0,150.7,2604,2,3,3,1
944,12.0,221.5,3828,6,9,2,1
944,12.0,397.0,6860,23,24,2,1
944,12.0,499.2,8626,31,32,3,1
944,12.0,510.8,8827,31,32,3,1
944,12.0,747.0,12908,48,49,2,1
944,12.0,783.9,13546,50,51,2,1
944,12.0,857.6,14820,59,60,4,1
944,12.0,873.8,15098,59,60,4,1
944,12.0,889.9,15377,59,60,4,1
944,18.0,21.9,378,0,1,2,1
944,18.0,70.1,1211,3,4,5,1
944,18.0,84.7,1464,3,4,5,1
944,18.0,99.3,1716,3,4,5,1
944,18.0,113.9,1968,3,4,5,1
944,18.0,312.1,5393,20,21,2,1
944,18.0,405.5,7007,32,33,2,1
944,18.0,466.8,8065,36,37,4,0
944,18.0,477.5,8251,36,37,4,1
944,18.0,488.2,8437,36,37,4,1
944,18.0,521.0,9003,38,39,2,1
944,18.0,586.5,10135,44,46,2,1
944,18.0,611.2,10562,46,48,2,1
944,18.0,638.6,11035,48,50,2,1
944,18.0,660.6,11416,50,52,2,1
944,24.0,65.2,1126,4,5,3,1
944,24.0,82.8,1431,4,5,3,1
944,24.0,129.2,2233,6,7,2,1
944,24.0,181.2,3132,11,12,2,1
944,24.0,199.8,3452,12,13,2,1
944,24.0,324.1,5601,26,27,2,1
944,24.0,342.4,5916,27,31,2,1
944,24.0,442.7,7650,38,39,5,1
944,24.0,456.4,7887,38,39,5,1
944,24.0,470.1,8123,38,39,5,1
944,24.0,483.8,8360,38,39,5,1
944,24.0,512.0,8847,39,40,2,1
944,24.0,543.5,9392,41,42,3,1
944,24.0,552.5,9547,41,42,3,1
944,24.0,688.5,11897,53,54,2,1
944,24.0,829.7,14337,65,69,2,1
944,24.0,869.5,15025,71,72,2,1
944,30.0,51.3,887,3,5,3,1
944,30.0,66.4,1148,3,5,3,1
944,30.0,111.5,1927,6,7,2,1
944,30.0,266.3,4602,19,20,2,1
944,30.0,286.8,4956,20,26,2,1
944,30.0,315.9,5458,27,29,2,1
944,30.0,375.2,6484,35,36,4,1
944,30.0,382.0,6601,35,36,4,0
944,30.0,388.8,6718,35,36,4,0
944,30.0,403.8,6977,36,37,4,1
944,30.0,412.0,7119,36,37,4,1
944,30.0,420.2,7262,36,37,4,1
944,30.0,436.5,7543,37,38,3,0
944,30.0,444.5,7681,37,38,3,0
944,30.0,460.8,7963,38,39,6,1
944,30.0,469.2,8107,38,39,6,1
944,30.0,477.5,8251,38,39,6,1
944,30.0,485.8,8395,38,39,6,1
944,30.0,494.2,8539,38,39,6,1
944,30.0,526.0,9089,41,42,2,1
944,30.0,646.1,11165,53,54,4,1
944,30.0,657.2,11357,53,54,4,1
944,30.0,668.4,11550,53,54,4,1
944,30.0,792.8,13699,63,64,2,1
944,30.0,809.8,13992,64,65,2,1
944,30.0,831.2,14364,65,66,2,1
944,36.0,40.8,706,2,3,3,1
944,36.0,51.7,893,2,3,3,1
944,36.0,75.5,1305,3,5,2,1
944,36.0,98.5,1702,5,6,2,1
944,36.0,219.0,3784,16,17,2,1
944,36.0,315.0,5443,26,28,2,1
944,36.0,334.5,5780,28,29,2,1
944,36.0,377.2,6519,31,32,2,1
944,36.0,399.2,6899,32,33,2,1
944,36.0,421.3,7281,33,34,3,0
944,36.0,432.7,7476,33,34,3,0
944,36.0,566.2,9785,43,44,2,1
944,36.0,660.8,11418,51,52,2,1
944,36.0,713.5,12329,54,55,4,1
944,36.0,726.0,12545,54,55,4,1
944,36.0,738.5,12761,54,55,4,1
944,36.0,772.8,13354,56,58,5,1
944,36.0,781.6,13506,56,58,5,1
944,36.0,790.4,13658,56,58,5,1
944,36.0,799.2,13810,56,58,5,1
944,42.0,37.2,644,2,3,2,0
944,42.0,63.0,1089,3,4,2,0
944,42.0,200.0,3456,17,18,2,0
944,42.0,222.0,3836,18,19,2,1
944,42.0,278.0,4804,23,24,2,1
944,42.0,298.8,5162,24,25,2,1
944,42.0,318.5,5504,25,27,3,1
944,42.0,328.5,5676,25,27,3,1
944,42.0,434.4,7506,34,36,2,1
944,42.0,490.9,8483,40,44,2,1
944,42.0,644.5,11137,56,57,2,1
944,48.0,53.0,916,3,4,2,1
944,48.0,74.5,1287,4,5,3,1
944,48.0,83.5,1443,4,5,3,1
944,48.0,99.8,1724,5,6,2,1
944,48.0,133.1,2300,8,9,2,1
944,48.0,151.6,2620,9,14,2,1
944,48.0,196.7,3399,17,18,5,1
944,48.0,208.4,3601,17,18,5,1
944,48.0,220.1,3803,17,18,5,1
944,48.0,231.8,4006,17,18,5,1
944,48.0,267.0,4614,20,21,2,1
944,48.0,291.0,5028,21,22,2,1
944,48.0,355.4,6141,25,27,2,1
944,48.0,379.5,6558,27,29,2,1
944,48.0,402.5,6955,29,30,2,1
944,48.0,422.2,7296,30,31,2,1
944,48.0,474.0,8191,35,37,2,1
944,48.0,583.5,10083,47,48,3,1
944,48.0,591.5,10221,47,48,3,1
944,48.0,673.0,11629,55,56,2,1
944,48.0,691.4,11947,56,57,4,1
944,48.0,700.2,12100,56,57,4,1
944,48.0,709.1,12254,56,57,4,1
944,54.0,70.5,1218,5,6,2,1
944,54.0,126.1,2179,9,10,2,1
944,54.0,144.6,2499,10,15,2,1
944,54.0,189.2,3270,17,18,2,1
944,54.0,224.5,3879,18,19,2,1
944,54.0,250.6,4331,19,20,2,1
944,54.0,345.0,5962,28,29,2,1
944,54.0,534.8,9240,44,45,2,1
944,54.0,626.5,10826,54,55,2,1
944,54.0,640.8,11072,55,57,2,1
944,60.0,122.3,2114,11,12,2,1
944,60.0,145.6,2516,12,18,2,1
944,60.0,300.2,5188,32,33,4,1
944,60.0,312.0,5391,32,33,4,1
944,60.0,323.8,5594,32,33,4,1
944,60.0,568.6,9826,54,55,2,1
944,66.0,116.8,2019,9,10,2,1
944,66.0,144.0,2488,10,16,2,1
944,66.0,287.0,4959,29,30,3,1
944,66.0,297.0,5132,29,30,3,1
944,66.0,376.1,6499,37,39,2,1
944,66.0,463.8,8014,45,46,2,1
944,72.0,107.1,1850,8,9,2,1
944,72.0,126.5,2185,9,12,2,1
944,72.0,173.1,2992,16,17,2,1
944,72.0,223.5,3862,21,25,2,1
944,72.0,272.1,4702,27,28,2,1
944,72.0,332.4,5744,32,35,2,1
944,72.0,515.2,8904,54,55,2,1
944,72.0,533.5,9219,55,57,2,1
944,78.0,102.0,1763,8,9,2,0
944,78.0,367.6,6352,35,38,2,1
944,78.0,459.6,7943,46,47,2,1
944,78.0,519.8,8981,54,55,2,1
944,78.0,538.2,9301,55,56,2,1
944,84.0,251.0,4337,26,27,2,1
944,84.0,358.8,6199,37,39,2,1
944,84.0,434.6,7510,45,46,2,1
944,84.0,454.4,7852,46,50,2,1
944,84.0,528.5,9132,57,58,2,1
944,84.0,548.2,9474,58,59,2,1
944,90.0,282.8,4886,31,32,2,1
944,90.0,351.0,6065,37,40,2,1
944,90.0,400.2,6915,43,44,3,1
944,90.0,408.8,7065,43,44,3,1
944,96.0,47.5,821,4,5,2,1
944,96.0,319.8,5526,33,34,3,1
944,96.0,329.1,5686,33,34,3,1
944,96.0,347.4,6003,34,37,3,1
944,96.0,356.4,6159,34,37,3,1
944,102.0,112.9,1950,11,12,2,1
944,102.0,131.0,2264,12,16,2,1
944,102.0,166.7,2880,18,20,3,1
944,102.0,179.1,3095,18,20,3,0
944,102.0,286.9,4957,28,29,2,1
944,102.0,302.4,5225,29,31,2,1
944,102.0,319.9,5527,31,33,2,1
944,102.0,382.4,6607,39,40,2,1
944,102.0,399.6,6906,40,44,2,1
944,102.0,433.7,7494,46,47,2,1
944,102.0,449.4,7766,47,50,2,1
944,102.0,496.1,8573,53,56,3,1
944,102.0,508.6,8788,53,56,3,1
944,108.0,48.5,838,4,5,2,1
944,108.0,108.6,1876,9,12,2,1
944,108.0,177.0,3059,19,20,2,1
944,108.0,245.0,4234,23,24,2,1
944,108.0,291.2,5032,26,29,2,1
944,108.0,454.2,7849,47,49,2,1
944,114.0,50.0,864,4,5,2,1
944,114.0,87.1,1506,7,8,2,1
944,114.0,105.6,1825,8,12,2,1
944,114.0,283.0,4890,27,28,2,1
944,114.0,307.6,5315,29,30,2,1
944,114.0,331.5,5728,30,36,2,1
944,114.0,379.3,6554,39,42,2,1
944,114.0,471.9,8154,51,52,2,1
944,114.0,491.6,8496,52,57,2,1
944,120.0,52.0,899,4,5,2,1
944,120.0,196.7,3398,19,22,3,1
944,120.0,211.8,3660,19,22,3,1
944,120.0,247.2,4272,23,24,2,0
944,120.0,265.8,4594,24,25,3,1
944,120.0,273.7,4729,24,25,3,1
944,120.0,378.2,6536,35,36,2,1
944,120.0,397.7,6872,36,37,2,1
944,120.0,418.2,7226,37,42,2,1
944,120.0,538.5,9305,53,54,2,0
944,126.0,54.5,942,4,5,2,1
944,126.0,207.5,3586,20,21,3,0
944,126.0,217.0,3750,20,21,3,1
944,126.0,262.2,4532,23,24,2,1
944,126.0,395.8,6840,36,37,2,1
944,126.0,427.8,7392,40,41,2,1
944,126.0,492.0,8502,46,47,2,1
944,132.0,57.5,994,4,5,2,1
944,132.0,77.8,1344,5,6,2,1
944,132.0,134.2,2320,10,11,2,1
944,132.0,210.5,3637,17,18,2,1
944,132.0,232.4,4015,18,19,4,1
944,132.0,243.2,4203,18,19,4,1
944,132.0,254.1,4391,18,19,4,1
944,132.0,615.0,10627,50,51,3,1
944,132.0,623.0,10765,50,51,3,1
944,138.0,62.2,1076,4,5,2,1
944,138.0,83.8,1447,5,6,2,1
944,138.0,221.2,3823,18,19,2,0
944,138.0,236.5,4087,19,20,2,1
944,138.0,338.0,5841,29,30,2,1
944,138.0,476.1,8227,44,47,3,1
944,138.0,485.1,8382,44,47,3,1
944,138.0,596.9,10314,57,59,2,0
944,138.0,642.5,11102,61,62,2,1
944,144.0,67.5,1166,4,5,2,1
944,144.0,90.8,1568,5,6,2,1
944,144.0,354.8,6130,26,27,2,1
944,144.0,633.8,10951,55,56,4,1
944,144.0,643.5,11120,55,56,4,1
944,144.0,653.2,11288,55,56,4,1
944,150.0,72.0,1244,5,6,2,1
944,150.0,97.8,1689,6,7,2,1
944,150.0,165.5,2860,10,11,2,1
944,150.0,213.0,3681,13,15,2,1
944,150.0,321.7,5558,23,24,3,1
944,150.0,333.8,5769,23,24,3,1
944,150.0,357.2,6173,24,25,2,1
944,150.0,380.8,6579,25,26,4,1
944,150.0,393.0,6791,25,26,4,1
944,150.0,405.2,7003,25,26,4,1
944,150.0,440.5,7612,27,28,2,1
944,150.0,597.0,10316,42,43,2,1
944,150.0,614.0,10610,43,47,2,1
944,156.0,77.2,1335,5,6,2,1
944,156.0,110.0,1901,7,8,2,1
944,156.0,130.8,2261,8,9,3,1
944,156.0,141.2,2439,8,9,3,1
944,156.0,213.0,3681,13,14,3,1
944,156.0,224.0,3871,13,14,3,1
944,156.0,718.4,12414,53,54,4,1
944,156.0,731.8,12645,53,54,4,1
944,156.0,745.1,12876,53,54,4,1
944,162.0,22.2,384,1,2,2,1
944,162.0,45.7,789,2,3,2,1
944,162.0,65.9,1139,3,6,2,1
944,162.0,114.5,1979,8,9,2,1
944,162.0,197.2,3408,15,16,2,1
944,162.0,230.5,3983,17,18,2,1
944,162.0,258.5,4467,18,19,2,1
944,162.0,280.5,4847,19,20,2,1
944,162.0,346.5,5988,25,26,2,1
944,162.0,363.0,6273,26,27,2,1
944,162.0,460.5,7957,35,36,2,1
944,162.0,499.0,8623,38,39,2,1
944,162.0,518.2,8955,39,40,2,1
944,162.0,554.4,9580,42,43,5,1
944,162.0,564.3,9751,42,43,5,1
944,162.0,574.2,9922,42,43,5,1
944,162.0,584.1,10093,42,43,5,1
944,162.0,623.2,10770,45,46,4,1
944,162.0,633.0,10938,45,46,4,1
944,162.0,642.8,11107,45,46,4,1
944,162.0,660.5,11413,46,47,2,1
944,162.0,682.8,11798,47,48,2,1
944,162.0,775.6,13403,54,56,6,1
944,162.0,787.0,13599,54,56,6,0
944,162.0,798.4,13796,54,56,6,1
944,162.0,809.8,13992,54,56,6,1
944,162.0,821.1,14189,54,56,6,1
944,168.0,26.0,449,1,2,3,1
944,168.0,37.5,648,1,2,3,0
944,168.0,62.0,1071,2,3,2,1
944,168.0,117.1,2024,6,7,2,1
944,168.0,136.4,2357,7,9,2,1
944,168.0,230.2,3977,17,18,3,1
944,168.0,241.3,4170,17,18,3,1
944,168.0,279.2,4825,20,21,2,1
944,168.0,295.2,5102,21,22,2,1
944,168.0,328.2,5672,24,25,2,1
944,168.0,394.8,6821,29,30,2,1
944,168.0,467.8,8083,35,37,2,1
944,168.0,495.8,8567,38,39,2,1
944,168.0,518.7,8963,39,40,3,1
944,168.0,530.3,9164,39,40,3,1
944,168.0,574.0,9919,42,43,2,1
944,168.0,595.1,10284,43,44,2,1
944,168.0,672.2,11616,49,52,2,1
944,168.0,802.0,13859,58,59,3,1
944,168.0,819.0,14152,58,59,3,1
944,168.0,883.3,15264,63,64,3,1
944,168.0,895.7,15477,63,64,3,1
944,168.0,919.4,15887,64,65,5,1
944,168.0,930.8,16084,64,65,5,1
944,168.0,942.2,16281,64,65,5,1
944,168.0,953.6,16478,64,65,5,1
944,174.0,31.4,543,1,2,5,1
944,174.0,41.3,714,1,2,5,0
944,174.0,51.2,885,1,2,5,0
944,174.0,61.1,1056,1,2,5,1
944,174.0,80.0,1382,2,3,2,1
944,174.0,124.5,2151,6,7,2,1
944,174.0,141.5,2445,7,9,2,1
944,174.0,205.0,3542,15,16,2,1
944,174.0,242.5,4190,17,19,2,1
944,174.0,271.4,4690,19,22,7,1
944,174.0,287.4,4966,19,22,7,1
944,174.0,303.3,5241,19,22,7,1
944,174.0,319.2,5516,19,22,7,1
944,174.0,335.1,5791,19,22,7,0
944,174.0,351.1,6067,19,22,7,1
944,174.0,434.9,7515,27,28,5,1
944,174.0,446.3,7712,27,28,5,1
944,174.0,457.7,7909,27,28,5,1
944,174.0,469.1,8106,27,28,5,1
944,174.0,613.8,10606,38,39,2,1
944,174.0,668.5,11552,42,43,2,1
944,174.0,722.8,12489,46,47,2,1
944,174.0,817.7,14129,51,52,3,1
944,174.0,831.8,14374,51,52,3,1
944,174.0,881.2,15228,53,54,2,1
944,174.0,917.4,15853,55,56,10,1
944,174.0,929.3,16058,55,56,10,1
944,174.0,941.2,16264,55,56,10,1
944,174.0,953.1,16470,55,56,10,1
944,174.0,965.0,16675,55,56,10,1
944,174.0,976.9,16881,55,56,10,1
944,174.0,988.8,17086,55,56,10,1
944,174.0,1000.7,17292,55,56,10,1
944,174.0,1012.6,17498,55,56,10,1
944,180.0,13.8,238,0,1,4,1
944,180.0,25.5,441,0,1,4,1
944,180.0,37.2,644,0,1,4,1
944,180.0,58.2,1007,1,2,4,1
944,180.0,67.5,1166,1,2,4,1
944,180.0,76.8,1326,1,2,4,1
944,180.0,93.8,1620,2,3,2,1
944,180.0,211.8,3659,13,15,2,1
944,180.0,256.0,4424,17,18,2,1
944,180.0,305.2,5275,20,21,2,1
944,180.0,328.8,5682,21,22,3,1
944,180.0,339.2,5861,21,22,3,1
944,180.0,418.1,7225,26,28,2,1
944,180.0,508.5,8787,33,34,2,1
944,180.0,555.2,9595,35,36,2,1
944,180.0,600.2,10371,37,38,3,1
944,180.0,615.8,10642,37,38,3,1
944,180.0,673.2,11634,39,40,2,1
944,180.0,699.9,12094,40,41,7,1
944,180.0,710.2,12273,40,41,7,1
944,180.0,720.6,12451,40,41,7,1
944,180.0,730.9,12630,40,41,7,1
944,180.0,741.3,12809,40,41,7,1
944,180.0,751.6,12988,40,41,7,1
944,180.0,774.9,13391,41,42,9,1
944,180.0,787.9,13615,41,42,9,1
944,180.0,800.8,13838,41,42,9,1
944,180.0,813.8,14062,41,42,9,1
944,180.0,826.7,14286,41,42,9,1
944,180.0,839.7,14509,41,42,9,0
944,180.0,852.6,14733,41,42,9,1
944,180.0,865.6,14957,41,42,9,1
944,180.0,910.0,15725,44,45,2,1
944,180.0,1017.4,17580,53,54,2,1
944,180.0,1036.9,17917,54,58,2,1
944,180.0,1072.8,18539,60,61,3,1
944,180.0,1081.7,18691,60,61,3,1
944,186.0,86.5,1495,1,2,2,1
944,186.0,107.2,1853,2,3,2,1
944,186.0,218.2,3771,14,15,2,1
944,186.0,234.9,4059,15,16,4,1
944,186.0,243.2,4203,15,16,4,1
944,186.0,251.6,4348,15,16,4,1
944,186.0,278.5,4812,17,18,7,1
944,186.0,288.5,4985,17,18,7,1
944,186.0,298.5,5158,17,18,7,1
944,186.0,308.5,5331,17,18,7,1
944,186.0,318.5,5504,17,18,7,1
944,186.0,328.5,5676,17,18,7,1
944,186.0,368.9,6374,20,21,3,1
944,186.0,380.3,6571,20,21,3,1
944,186.0,401.6,6940,21,30,3,1
944,186.0,411.6,7112,21,30,3,1
944,186.0,472.6,8167,34,36,2,1
944,186.0,554.2,9576,42,43,3,1
944,186.0,563.3,9734,42,43,3,1
944,186.0,606.2,10475,45,46,3,1
944,186.0,618.3,10685,45,46,3,1
944,186.0,646.0,11163,46,47,2,1
944,186.0,752.0,12995,52,53,2,1
944,186.0,774.8,13388,53,54,4,1
944,186.0,786.0,13582,53,54,4,1
944,186.0,797.2,13776,53,54,4,1
944,186.0,913.2,15781,63,64,2,1
944,186.0,939.5,16235,64,65,3,1
944,186.0,955.0,16502,64,65,3,1
944,186.0,1005.8,17379,67,68,2,1
944,192.0,13.0,225,0,1,2,1
944,192.0,75.5,1305,6,7,2,1
944,192.0,99.5,1719,7,8,2,1
944,192.0,311.8,5387,23,24,4,1
944,192.0,324.5,5607,23,24,4,1
944,192.0,337.2,5828,23,24,4,1
944,192.0,481.5,8320,38,39,2,1
944,192.0,503.7,8704,39,45,4,1
944,192.0,515.0,8898,39,45,4,1
944,192.0,526.2,9093,39,45,4,1
944,192.0,638.0,11025,53,55,3,1
944,192.0,650.8,11245,53,55,3,1
944,192.0,702.2,12135,56,57,2,1
944,192.0,772.4,13347,59,60,5,1
944,192.0,781.3,13501,59,60,5,1
944,192.0,790.2,13655,59,60,5,1
944,192.0,799.1,13808,59,60,5,1
944,192.0,827.3,14296,61,62,3,1
944,192.0,837.7,14475,61,62,3,1
944,192.0,864.5,14939,63,64,2,1
944,198.0,34.0,588,2,3,4,1
944,198.0,51.0,881,2,3,4,1
944,198.0,68.0,1175,2,3,4,1
944,198.0,277.8,4800,16,17,2,0
944,198.0,482.0,8329,35,36,2,1
944,198.0,518.5,8960,37,38,2,1
944,198.0,645.5,11154,47,48,2,1
944,198.0,687.5,11880,50,51,2,1
944,198.0,711.2,12289,51,52,3,1
944,198.0,724.3,12516,51,52,3,1
944,198.0,759.2,13120,53,55,4,1
944,198.0,770.5,13314,53,55,4,1
944,198.0,781.8,13509,53,55,4,1
944,198.0,805.3,13916,55,56,3,1
944,198.0,817.7,14129,55,56,3,1
944,198.0,844.2,14589,56,57,2,1
944,198.0,881.2,15228,58,60,2,1
944,198.0,926.8,16014,64,65,2,1
944,204.0,49.8,861,2,6,2,1
944,204.0,82.5,1426,6,7,2,1
944,204.0,139.5,2411,9,10,2,1
944,204.0,160.2,2769,10,11,2,1
944,204.0,206.2,3564,14,15,2,1
944,204.0,225.8,3901,15,16,2,1
944,204.0,261.0,4510,17,18,2,0
944,204.0,386.0,6670,25,26,2,1
944,204.0,485.8,8394,34,35,2,1
944,204.0,581.8,10053,43,44,2,1
944,204.0,647.2,11184,48,49,2,1
944,204.0,691.4,11947,51,52,2,1
944,204.0,718.4,12414,52,54,2,1
944,204.0,746.0,12891,54,55,3,1
944,204.0,758.5,13107,54,55,3,1
944,204.0,817.5,14126,58,59,2,1
944,204.0,841.8,14545,59,60,2,1
944,210.0,31.9,551,2,4,2,1
944,210.0,68.0,1175,5,8,2,1
944,210.0,171.2,2959,13,14,2,1
944,210.0,220.8,3815,17,18,2,1
944,210.0,283.5,4899,21,22,3,1
944,210.0,298.0,5149,21,22,3,1
944,210.0,338.5,5849,23,24,2,1
944,210.0,382.5,6610,27,28,2,1
944,210.0,524.6,9066,44,45,4,1
944,210.0,534.8,9240,44,45,4,1
944,210.0,544.9,9415,44,45,4,1
944,210.0,575.0,9936,46,47,2,1
944,210.0,605.5,10463,48,49,2,1
944,210.0,647.8,11193,50,51,2,1
944,210.0,873.8,15098,70,71,2,1
944,210.0,912.8,15774,73,74,3,1
944,210.0,923.2,15952,73,74,3,1
944,216.0,59.1,1022,6,8,2,1
944,216.0,238.5,4121,17,18,2,1
944,216.0,279.2,4825,20,21,2,1
944,216.0,300.8,5198,21,22,3,1
944,216.0,311.2,5377,21,22,3,0
944,216.0,360.2,6225,25,27,2,1
944,216.0,510.8,8826,41,42,2,1
944,216.0,533.9,9226,42,43,3,1
944,216.0,544.8,9414,42,43,3,1
944,216.0,566.4,9787,43,46,4,1
944,216.0,577.1,9972,43,46,4,1
944,216.0,587.8,10157,43,46,4,1
944,216.0,607.8,10502,46,47,2,1
944,216.0,629.4,10876,47,48,4,1
944,216.0,641.8,11089,47,48,4,1
944,216.0,654.1,11303,47,48,4,1
944,216.0,748.0,12925,53,54,3,1
944,216.0,759.5,13124,53,54,3,1
944,216.0,843.0,14567,59,60,3,1
944,216.0,854.5,14766,59,60,3,1
944,216.0,879.0,15189,60,62,2,1
944,222.0,40.3,697,4,5,3,1
944,222.0,49.7,858,4,5,3,1
944,222.0,68.7,1187,5,6,3,1
944,222.0,78.3,1354,5,6,3,1
944,222.0,183.8,3177,9,10,3,1
944,222.0,200.7,3468,9,10,3,1
944,222.0,423.2,7312,25,27,3,1
944,222.0,433.3,7488,25,27,3,1
944,222.0,500.5,8649,31,33,2,1
944,222.0,711.8,12300,45,46,3,1
944,222.0,728.7,12591,45,46,3,1
944,222.0,778.6,13455,47,48,2,1
944,228.0,76.8,1326,6,7,2,1
944,228.0,113.7,1964,8,11,2,1
944,228.0,173.1,2991,15,16,3,1
944,228.0,183.7,3174,15,16,3,1
944,228.0,209.0,3612,16,21,2,1
944,228.0,234.4,4050,21,23,2,1
944,228.0,255.1,4408,23,24,6,1
944,228.0,265.2,4582,23,24,6,1
944,228.0,275.2,4756,23,24,6,1
944,228.0,285.3,4931,23,24,6,1
944,228.0,295.4,5105,23,24,6,1
944,228.0,385.1,6655,31,32,2,1
944,228.0,451.0,7793,37,38,2,1
944,228.0,513.2,8869,42,43,2,1
944,228.0,531.2,9180,43,44,2,1
944,228.0,548.2,9474,44,45,4,0
944,228.0,557.5,9634,44,45,4,1
944,228.0,566.8,9793,44,45,4,1
944,228.0,659.6,11398,51,53,2,1
944,234.0,50.9,879,5,7,2,1
944,234.0,84.2,1456,7,8,2,1
944,234.0,181.9,3143,13,14,4,1
944,234.0,197.2,3408,13,14,4,1
